0.011838043;0.779692406
0.639758175;0.298744007
0.93042322;0.791562697
0.640518317;0.680890665
0.710700649;0.582967229
0.980330376;0.806332926
0.523470368;0.041211923
0.960655495;0.518378923
0.419545005;0.185567839
0.447112152;0.485248686
0.824959708;0.518337889
0.315585049;0.018950473
0.801598975;0.357311341
0.923666018;0.700458494
0.484703173;0.061038564
0.532531255;0.139290042
0.716071025;0.937466166
0.017908749;0.774169023
0.082536045;0.211088618
0.602767076;0.741025502
0.073220209;0.763922972
0.658713865;0.744785851
0.300655757;0.777707371
0.482865628;0.567627081
0.032015223;0.409365793
0.959752489;0.878956191
0.439316804;0.35204582
0.694607575;0.525459073
0.632616831;0.218738247
0.924157115;0.000188663
0.666168557;0.080694474
0.91526561;0.460853188
0.864063847;0.204578672
0.087346002;0.636330887
0.918201221;0.993541661
0.728537413;0.422321145
0.674789338;0.467176059
0.292289755;0.988225182
0.213287432;0.487071856
0.798472018;0.346084235
0.02203386;0.328402122
0.413675553;0.847471747
0.079923711;0.932942272
0.731981439;0.384777077
0.024312347;0.774988348
0.627479779;0.288842192
0.428500143;0.354812559
0.417341787;0.043883784
0.973042718;0.027858684
0.912939187;0.001543223
0.182969649;0.041444732
0.263579799;0.291374291
0.07005077;0.151193127
0.391931816;0.790204735
0.007040328;0.113029852
0.113900281;0.282253434
0.451146404;0.279720428
0.243351607;0.565213319
0.189856347;0.519216187
0.089850319;0.657985739
0.204035114;0.033680744
0.78123635;0.653813269
0.432497567;0.264757126
0.472509782;0.229397371
0.25472599;0.879792752
0.221077927;0.536195105
0.179040077;0.349043634
0.827973267;0.88976925
0.932884825;0.38329325
0.780610075;0.494108837
0.997031815;0.391140172
0.846383108;0.04676327
0.593359191;0.512250447
0.927200842;0.909775228
0.637298805;0.939060317
0.637941912;0.513956308
0.998519156;0.291545236
0.67280787;0.551855979
0.144990621;0.558030283
0.239704554;0.232532774
0.393457486;0.568427543
0.776077648;0.751193955
0.8546065;0.127962635
0.602878236;0.229117146
0.737269069;0.567654251
0.863049686;0.153837709
0.32030334;0.5584913
0.169713856;0.079754924
0.110499937;0.559099216
0.67087651;0.241325693
0.619686018;0.239629192
0.621004695;0.865160228
0.316350531;0.069690744
0.904327299;0.280477047
0.985333211;0.237244561
0.020971122;0.277419008
0.572041914;0.525877358
0.557406856;0.547499053
0.441412888;0.421484469
0.348791594;0.329593776
0.444751708;0.363530163
0.480348088;0.90730843
0.75301016;0.531987489
0.631767906;0.419641662
0.686327662;0.012473778
0.15729953;0.178435503
0.285361625;0.381264836
0.674908601;0.923498526
